iter	Logloss
181	0.3689313501
182	0.368640061
183	0.3682886564
184	0.3678319644
185	0.3672829334
186	0.3665981925
187	0.3663617517
188	0.3659630461
189	0.3656740342
190	0.3654707471
191	0.3646868821
192	0.3638392229
193	0.3632567677
194	0.3627391888
195	0.3623680844
196	0.3619881424
197	0.3616017362
198	0.360884667
199	0.3603994285
200	0.3602184245
201	0.3600097928
202	0.3591009265
203	0.3579763813
204	0.3577287253
205	0.3570167452
206	0.3564239871
207	0.3561522821
208	0.3558324048
209	0.3550652237
210	0.3544117142
211	0.3541361636
212	0.3539430608
213	0.3536896638
214	0.3532918672
215	0.3532050033
216	0.352862843
217	0.3522546662
218	0.3517771268
219	0.3511790414
220	0.3508570123
221	0.3505435257
222	0.349897515
223	0.3495420537
224	0.3491871221
225	0.3490353349
226	0.3482523323
227	0.3479354226
228	0.3478770967
229	0.3474955751
230	0.3470507361
231	0.3462836851
232	0.3458234764
233	0.3451273394
234	0.3448531497
235	0.344650284
236	0.3441972958
237	0.3437829148
238	0.3436893627
239	0.3436182492
240	0.3431525748
241	0.3430303631
242	0.3422056786
243	0.3412297804
244	0.3403434046
245	0.3397180568
246	0.3387953526
247	0.3385605146
248	0.3376359861
249	0.3371988062
250	0.336682326
251	0.3364884651
252	0.3358918834
253	0.3351250963
254	0.3348840244
255	0.3343937772
256	0.3332831165
257	0.3329167425
258	0.3324013639
259	0.3321069722
260	0.3313594035
261	0.3311466232
262	0.3304641722
263	0.330229313
264	0.330057882
265	0.3298049317
266	0.3293571687
267	0.3283819777
268	0.3281708929
269	0.3280855559
270	0.3271963841
271	0.3271590722
272	0.3267958763
273	0.3262148281
274	0.3258840093
275	0.3253720779
276	0.3247601781
277	0.3240856057
278	0.3236501091
279	0.3231847907
280	0.322850904
281	0.3228018537
282	0.3220618892
283	0.3209218281
284	0.3201946625
285	0.3197021144
286	0.3193850964
287	0.3190309177
288	0.3188436129
289	0.3183910048
290	0.3182115937
291	0.3177927365
292	0.3169788667
293	0.3166392903
294	0.315818257
295	0.315452078
296	0.314927958
297	0.3144647262
298	0.3141301768
299	0.3138181143
300	0.3129979126
301	0.3128370157
302	0.3118178355
303	0.3117355886
304	0.3115991466
305	0.3112319658
306	0.311146893
307	0.3107151981
308	0.3103737188
309	0.309911622
310	0.309075104
311	0.3089727082
312	0.3083522586
313	0.3080883613
314	0.3078342923
315	0.3069196281
316	0.3065420968
317	0.3062409358
318	0.3058256593
319	0.305575342
320	0.3052608736
321	0.3051361227
322	0.3047836698
323	0.304043925
324	0.3031916897
325	0.3028562584
326	0.3023169402
327	0.3020018357
328	0.3016715105
329	0.3015018774
330	0.3013383097
331	0.3011066541
332	0.300347551
333	0.3001947839
334	0.300057205
335	0.2994542124
336	0.2992124287
337	0.2990113209
338	0.2986395049
339	0.2984113324
340	0.2983518132
341	0.2980950078
342	0.2977552703
343	0.2972624397
344	0.296971456
345	0.2966681124
346	0.2961611902
347	0.2959634889
348	0.295613625
349	0.2954781813
350	0.2948416709
351	0.2946062447
352	0.2944911411
353	0.2942702671
354	0.294029554
355	0.2933046412
356	0.2928198592
357	0.2923110589
358	0.2920534252
359	0.2917711809
360	0.2912738488
361	0.2910519064
362	0.2905732853
363	0.2899972427
364	0.2896955697
365	0.2892931313
366	0.2891577583
367	0.2885274748
368	0.2880470472
369	0.2878638967
370	0.287708847
371	0.287577672
372	0.2874672874
373	0.2871981073
374	0.2870333523
375	0.286846461
376	0.2866432545
377	0.2861237989
378	0.2857648208
379	0.2856587728
380	0.2854573156
381	0.2852779881
382	0.2850998925
383	0.2848198218
384	0.2845780402
385	0.2837238252
386	0.2836069297
387	0.2833434862
388	0.2832635798
389	0.28299814
390	0.282577458
391	0.2822664488
392	0.281771039
393	0.2813292157
394	0.2812134932
395	0.2806696428
396	0.2802749904
397	0.2796016684
398	0.279265945
399	0.2789768618
400	0.2788714294
401	0.278620634
402	0.2785870592
403	0.2782240884
404	0.2777792831
405	0.2776045288
406	0.277161646
407	0.2766938249
408	0.2763143884
409	0.2761255445
410	0.2757238444
411	0.2753069829
412	0.2748723236
413	0.2745903997
414	0.2741921522
415	0.2739420313
416	0.2737040172
417	0.2732815582
418	0.2728825443
419	0.2723724674
420	0.2718607331
421	0.2715901146
422	0.2713996991
423	0.2710719821
424	0.270624487
425	0.2699885258
426	0.2698000455
427	0.2692528243
428	0.2690265332
429	0.2686807756
430	0.2684447121
431	0.2680704377
432	0.267800186
433	0.2677750037
434	0.2674489841
435	0.2671634022
436	0.2669970047
437	0.2664827808
438	0.266361245
439	0.2662902963
440	0.266174465
441	0.2658543549
442	0.2656410047
443	0.2654912795
444	0.2651436443
445	0.2649300242
446	0.2646822783
447	0.2642939761
448	0.2639861302
449	0.2638028641
450	0.2635435575
451	0.2632806701
452	0.2626610455
453	0.2622201218
454	0.261620634
455	0.2611847742
456	0.2604277524
457	0.2601289283
458	0.2599253882
459	0.2597994672
460	0.2596557761
461	0.2595637426
462	0.2589978048
463	0.2588396497
464	0.2585444337
465	0.2583584137
466	0.2582086546
467	0.2580261044
468	0.2574397051
469	0.2571790082
470	0.2569001745
471	0.2566806402
472	0.2565232492
473	0.2561115617
474	0.2556654504
475	0.2555359302
476	0.2554488748
477	0.2551289052
478	0.2550566506
479	0.2549038331
480	0.2547886898
481	0.2544339748
482	0.2543417621
483	0.2537674084
484	0.2535494457
485	0.2532251159
486	0.25307514
487	0.2529703489
488	0.2528811111
489	0.2523615748
490	0.252094518
491	0.2513500368
492	0.2511232374
493	0.2503664627
494	0.2500577772
495	0.2496221219
496	0.2493145994
497	0.2491326546
498	0.2489875326
499	0.2487892791
500	0.2484321866
501	0.2481644564
502	0.2479903326
503	0.2475151724
504	0.2473659721
505	0.2472438962
506	0.2468620188
507	0.2465490345
508	0.2463340104
509	0.24630005
510	0.2461367069
511	0.245787069
512	0.2456896378
513	0.2452118635
514	0.2449630968
515	0.2445610241
516	0.2438473753
517	0.2437171602
518	0.2436920563
519	0.2432640782
520	0.2428653524
521	0.2427956034
522	0.2426332693
523	0.2423769461
524	0.2422340904
525	0.2421295318
526	0.2418541828
527	0.2415549637
528	0.2413895938
529	0.2409696485
530	0.2408347377
531	0.2407815301
532	0.2400761398
533	0.2398998767
534	0.2396788604
535	0.2394976913
536	0.2392978988
537	0.2386106857
538	0.2378610961
539	0.2373522603
540	0.2372211619
541	0.2370787323
542	0.2368368591
543	0.2364863952
544	0.2361596025
545	0.2358419376
546	0.235657704
547	0.2354783398
548	0.2351781065
549	0.2349009196
550	0.2346247457
551	0.2344517092
552	0.2341244761
553	0.2339801519
554	0.2335839426
555	0.2332927374
556	0.2330550792
557	0.2325528183
558	0.2321739265
559	0.2318314441
560	0.2316904814
561	0.2315342027
562	0.2312935202
563	0.2309756676
564	0.2309101392
565	0.2306286303
566	0.2303074586
567	0.2301465822
568	0.2300703492
569	0.2298663124
570	0.2297259558
571	0.2295901941
572	0.2292711311
573	0.228827274
574	0.2285236889
575	0.2283776346
576	0.2281491549
577	0.2280034878
578	0.2278498422
579	0.227566621
580	0.2272886773
581	0.2271950373
582	0.2270611545
583	0.2264862674
584	0.2261201909
585	0.2260212536
586	0.2259174658
587	0.2256475929
588	0.2252954444
589	0.2249813582
590	0.2248233596
591	0.2247592847
592	0.2245965979
593	0.224418615
594	0.2242321192
595	0.2241285522
596	0.2237135525
597	0.2234970383
598	0.2231493994
599	0.2228391596
600	0.2227036677
601	0.2225563893
602	0.2223342234
603	0.2222038737
604	0.2221872344
605	0.222050525
606	0.2218350646
607	0.2217395645
608	0.2213075401
609	0.2212640956
610	0.2211737259
611	0.2210028491
612	0.2209619085
613	0.2201985838
614	0.2199847644
615	0.2194877572
616	0.2192493426
617	0.2189342092
618	0.2187594505
619	0.2187249863
620	0.2184556061
621	0.2182847999
622	0.2179921908
623	0.2176308443
624	0.2174491892
625	0.2172960943
626	0.2171016189
627	0.2169439673
628	0.2167172885
629	0.2162827481
630	0.2160575547
631	0.2159530092
632	0.2158197917
633	0.215422361
634	0.2152680025
635	0.2148755537
636	0.214763258
637	0.2146798857
638	0.2144774063
639	0.2142940945
640	0.2140437149
641	0.2137002041
642	0.2135845655
643	0.2133960779
644	0.2132755444
645	0.212977008
646	0.2126765319
647	0.2125299533
648	0.2122413739
649	0.211931539
650	0.2116854104
651	0.2114569906
652	0.2112878016
653	0.211171459
654	0.2111164369
655	0.2110613594
656	0.2108712779
657	0.2106716634
658	0.210623804
659	0.2100756371
660	0.2099687117
661	0.2098171931
662	0.2093984876
663	0.2093196472
664	0.2092464627
665	0.2089472515
666	0.2087480682
667	0.2085516998
668	0.2083221959
669	0.2082374355
670	0.2081330327
671	0.2080615613
672	0.207896894
673	0.2077381655
674	0.2075953099
675	0.2073171361
676	0.2068803839
677	0.2067467178
678	0.2062344907
679	0.2061673302
680	0.2059693112
681	0.2056808639
682	0.2055307015
683	0.2054792012
684	0.205105775
685	0.2047820215
686	0.2046221765
687	0.2043093722
688	0.2041658957
689	0.2040794038
690	0.2040578728
691	0.2038993759
692	0.2036492773
693	0.2035500702
694	0.2033846159
695	0.2032513981
696	0.2031537092
697	0.2027885133
698	0.2026152221
699	0.2024698611
700	0.2023202203
701	0.2020874687
702	0.2018593251
703	0.2017221393
704	0.2012456469
705	0.2010980579
706	0.2009860816
707	0.2006650425
708	0.2005797317
709	0.2004605354
710	0.2003340745
711	0.2002263083
712	0.2001045431
713	0.2000585117
714	0.2000429326
715	0.1999799385
716	0.1994786972
717	0.1991538161
718	0.199115008
719	0.1990609401
720	0.1989147146
721	0.1988179205
722	0.1986566482
723	0.1983506405
724	0.1981896794
725	0.1981241931
726	0.1977855365
727	0.1976808152
728	0.1975073344
729	0.1972965824
730	0.1972451971
731	0.1967067603
732	0.1965547722
733	0.1964334675
734	0.1959810084
735	0.1957452258
736	0.1956747287
737	0.1955071629
738	0.1952093255
739	0.1948782145
740	0.1948394675
741	0.1946954969
742	0.1945411168
743	0.1943697755
744	0.1941712665
745	0.1940947441
746	0.1938267736
747	0.1936920958
748	0.1934882433
749	0.1933088468
750	0.1929754199
751	0.1925749335
752	0.1924136509
753	0.1923790782
754	0.1923108627
755	0.1919734657
756	0.1919018336
757	0.1918224136
758	0.1914415727
759	0.1913226832
760	0.1912025791
761	0.1911292151
762	0.1908453107
763	0.1906441224
764	0.1905778429
765	0.1904364522
766	0.1903315045
767	0.1899987476
768	0.1897376568
769	0.1894237959
770	0.1892415628
771	0.1890866972
772	0.1889834301
773	0.1888530322
774	0.1885865493
775	0.188314783
776	0.1882079876
777	0.1880130926
778	0.1879062753
779	0.1877375669
780	0.1874980833
781	0.1873281825
782	0.1871966827
783	0.1871386511
784	0.1869273937
785	0.1867365177
786	0.1866276339
787	0.18642084
788	0.1862476221
789	0.1860955231
790	0.1859142561
791	0.1858025969
792	0.185647949
793	0.1854497919
794	0.1853471977
795	0.1852153099
796	0.1849121709
797	0.1847788799
798	0.1847102679
799	0.1846565215
